0;1;1.25
1;1;1.25
2;1;1.25
3;1;1.25
4;1;1.25
5;1;1.25
6;1;1.25
7;1;1.25
8;1;1.25
9;1;1.25
10;1;1.25
11;1;1.25
12;1;1.25
13;1;1.25
14;1;1.25
15;1;1.25
16;1;1.25
17;1;1.25
18;1;1.25
19;1;1.25
20;1;1.25
21;1;1.25
22;1;1.25
23;1;1.25
24;1;1.25
25;1;1.25
26;1;1.25
27;1;1.25
28;1;1.25
29;1;1.25
30;1;1.25
31;1;1.25
32;1;1.25
33;1;1.25
34;1;1.25
35;1;1.25
36;1;1.25
37;1;1.25
38;1;1.25
39;1;1.25
40;1;1.25
41;1;1.25
42;1;1.25
43;1;1.25
44;1;1.25
45;1;1.25
46;1;1.25
47;1;1.25
48;1;1.25
49;1;1.25
50;1;1.25
51;1;1.25
52;1;1.25
53;1;1.25
54;1;1.25
55;1;1.25
56;1;1.25
57;1;1.25
58;1;1.25
59;1;1.25
60;1;1.25
61;1;1.25
62;1;1.25
63;1;1.25
64;1;1.25
65;1;1.25
66;1;1.25
67;1;1.25
68;1;1.25
69;1;1.25
70;1;1.25
71;1;1.25
72;1;1.25
73;1;1.25
74;1;1.25
75;1;1.25
76;1;1.25
77;1;1.25
78;1;1.25
79;1;1.25
80;1;1.25
81;1;1.25
82;1;1.25
83;1;1.25
84;1;1.25
85;1;1.25
86;1;1.25
87;1;1.25
88;1;1.25
89;1;1.25
90;1;1.25
91;1;1.25
92;1;1.25
93;1;1.25
94;1;1.25
95;1;1.25
96;1;1.25
97;1;1.25
98;1;1.25
99;1;1.25
