0;10;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;9.10294;9.11765;10.1324;11.1471;11.1618;12.1765;13.1912;14.2059;14.2206;15.2353;16.25
1;10;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;9.11765;9.13235;10.1471;11.1618;12.1765;12.1912;13.2059;14.2206;15.2353;16.25
2;10;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;9.11765;9.13235;10.1471;11.1618;11.1765;12.1912;13.2059;14.2206;14.2353;15.25
3;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;9.13235;10.1471;10.1618;11.1765;12.1912;12.2059;13.2206;14.2353;15.25
4;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;9.13235;9.14706;10.1618;11.1765;11.1912;12.2059;13.2206;14.2353;14.25
5;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;9.13235;9.14706;10.1618;10.1765;11.1912;12.2059;13.2206;13.2353;14.25
6;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;8.13235;9.14706;9.16176;10.1765;11.1912;11.2059;12.2206;13.2353;14.25
7;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;8.13235;9.14706;9.16176;10.1765;10.1912;11.2059;12.2206;13.2353;13.25
8;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;8.13235;9.14706;9.16176;10.1765;10.1912;11.2059;12.2206;12.2353;13.25
9;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;8.13235;9.14706;9.16176;9.17647;10.1912;11.2059;11.2206;12.2353;13.25
10;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;8.13235;8.14706;9.16176;9.17647;10.1912;10.2059;11.2206;12.2353;12.25
11;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;8.13235;8.14706;9.16176;9.17647;10.1912;10.2059;11.2206;11.2353;12.25
12;11;10.0147;11.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;8.13235;8.14706;9.16176;9.17647;9.19118;10.2059;11.2206;11.2353;12.25
13;11;10.0147;12.0294;10.0441;9.05882;8.07353;8.08824;8.10294;8.11765;8.13235;8.14706;8.16176;9.17647;9.19118;10.2059;10.2206;11.2353;12.25
14;11;10.0147;12.0294;10.0441;9.05882;9.07353;8.08824;8.10294;8.11765;8.13235;8.14706;8.16176;9.17647;9.19118;10.2059;10.2206;11.2353;11.25
15;11;10.0147;12.0294;10.0441;9.05882;9.07353;8.08824;8.10294;8.11765;8.13235;8.14706;8.16176;9.17647;9.19118;9.20588;10.2206;10.2353;11.25
16;11;10.0147;12.0294;10.0441;9.05882;9.07353;8.08824;8.10294;8.11765;8.13235;8.14706;8.16176;9.17647;9.19118;9.20588;10.2206;10.2353;11.25
17;11;10.0147;12.0294;10.0441;9.05882;9.07353;8.08824;8.10294;8.11765;8.13235;8.14706;8.16176;8.17647;9.19118;9.20588;10.2206;10.2353;11.25
18;11;10.0147;12.0294;10.0441;9.05882;9.07353;8.08824;8.10294;8.11765;8.13235;8.14706;8.16176;8.17647;9.19118;9.20588;9.22059;10.2353;10.25
