0,0.02,0.9177777835,1.1434439669,0.8537925747,1.0814157843,0.9385852673,1.2245600995,0.9179571474,1.1441284163,0.8893773781,1.1060974744,0.9948890282,1.352545247,0.9179563384,1.1441216432,0.8889724764,1.105654181,1.0632678393,1.5076058233,0.225666,0.227623,0.285975,0.226171,0.21672,0.357656,0.226165,0.216682,0.444338,6.39327e-20,1.95351e-19,5.42532e-19,6.74492e-20,2.04626e-19,5.22028e-19,4.77117e-20,1.43622e-19,5.71672e-19,
0.02,0.04,0.9351029016,1.1644809243,0.8297413171,1.0617426357,0.9725343777,1.2684967239,0.9358174411,1.1662376756,0.8827466616,1.1068424491,1.0825698326,1.4561548725,0.935811083,1.1662135525,0.8818188291,1.1057064962,1.215917264,1.6823028407,0.229378,0.232001,0.295962,0.23042,0.224096,0.373585,0.230402,0.223888,0.466386,1.6912e-19,5.55933e-19,9.04387e-19,1.73223e-19,4.70821e-19,8.97387e-19,1.25469e-19,3.03717e-19,9.81162e-19,
0.04,0.06,0.9519643828,1.1850902422,0.8051920367,1.0410951055,1.0021011801,1.3067884089,0.9535647365,1.1883386275,0.8752447988,1.1062930732,1.1633831553,1.5513930496,0.9535436547,1.1882843418,0.8736023449,1.1044747163,1.3584163879,1.8450567779,0.233126,0.235903,0.304687,0.234774,0.231048,0.38801,0.234741,0.230872,0.48664,3.11355e-19,1.06254e-18,1.31744e-18,3.24633e-19,8.25483e-19,1.35243e-18,2.41175e-19,5.15954e-19,1.4669e-18,
0.06,0.08,0.9683530092,1.205253569,0.7802318227,1.0195816697,1.0275299681,1.3397463993,0.9711836403,1.2104078855,0.8669163058,1.1049488597,1.2376569456,1.6386600812,0.9711345442,1.2103098733,0.8643811611,1.1028315421,1.4912157473,1.9963999498,0.236901,0.23935,0.312216,0.239224,0.238033,0.401003,0.239175,0.23845,0.505184,4.80869e-19,1.64615e-18,1.77797e-18,5.09653e-19,1.23468e-18,1.86692e-18,3.8856e-19,7.6763e-19,2.00343e-18,
0.08,0.1,0.9842612166,1.2249547088,0.7549426918,0.9973049573,1.0490557259,1.3676701605,0.9886594865,1.2324200265,0.8578041827,1.1029752851,1.3057067575,1.7183412707,0.9885652724,1.2322486096,0.8542112263,1.0997461385,1.6147488927,2.1368447406,0.240693,0.242362,0.318614,0.243761,0.245171,0.412635,0.243683,0.245535,0.522096,6.67824e-19,2.26356e-18,2.27098e-18,7.20829e-19,1.68141e-18,2.42271e-18,5.60887e-19,1.05123e-18,2.57066e-18,
0.1,0.12,0.9996829976,1.2441795037,0.7294017828,0.9743619718,1.0669043706,1.3908476874,1.0059783137,1.2543437923,0.8479499682,1.099828282,1.3678361361,1.7908073833,1.0058183522,1.2540716061,0.8431463809,1.0952894689,1.7294329615,2.2668842653,0.244497,0.24496,0.323943,0.248365,0.251878,0.422971,0.248253,0.252143,0.537451,8.79277e-19,2.94501e-18,2.82315e-18,9.53432e-19,2.15947e-18,3.03065e-18,7.5329e-19,1.37009e-18,3.18098e-18,
0.12,0.14,1.014613809,1.2629157197,0.7036815471,0.9508443078,1.0812929938,1.40955581,1.0231268425,1.2761551059,0.8373937914,1.095560192,1.4243369963,1.8564716213,1.0228772516,1.2757514081,0.8312384356,1.0895298916,1.8356692338,2.3869930097,0.248302,0.247163,0.328263,0.253028,0.258166,0.432135,0.252874,0.258291,0.551324,1.11286e-18,3.66885e-18,3.43044e-18,1.20452e-18,2.66994e-18,3.68933e-18,9.60249e-19,1.7165e-18,3.83464e-18,
0.14,0.16,1.0290504823,1.2811529384,0.6778499333,0.9268383606,1.0899328589,1.4240604961,1.0400924546,1.2978310504,0.8261744211,1.090221686,1.4754899903,1.9156244206,1.0397263587,1.2972619962,0.8185372459,1.0825332573,1.9338436712,2.4976274538,0.252102,0.248988,0.334128,0.257739,0.264047,0.440134,0.257536,0.263996,0.563784,1.36927e-18,4.41719e-18,4.09009e-18,1.47325e-18,3.20474e-18,4.39379e-18,1.17727e-18,2.0826e-18,4.53348e-18,
0.16,0.18,1.0429911385,1.2988824519,0.6519705669,0.9024255307,1.0956788994,1.4346171497,1.056863172,1.3193498292,0.8143293131,1.0838618239,1.5215648666,1.9685868747,1.0563509476,1.3185787317,0.8050907839,1.0743630024,2.0243274387,2.5992266744,0.255891,0.250455,0.338938,0.262487,0.269533,0.447022,0.262228,0.269272,0.574899,1.64705e-18,5.17445e-18,4.79788e-18,1.75635e-18,3.75409e-18,5.13804e-18,1.40222e-18,2.4632e-18,5.26891e-18,
0.18,0.2,1.0564351053,1.3160971622,0.626102926,0.877682422,1.0987292943,1.4414709062,1.0734276369,1.3406907293,0.801894655,1.0765281109,1.5628208204,2.0156761755,1.0727371453,1.3396783065,0.7909452072,1.0650802382,2.1074774114,2.6922129318,0.259662,0.251579,0.342742,0.267263,0.274633,0.452855,0.266941,0.274135,0.584736,1.94696e-18,5.92819e-18,5.5489e-18,2.05208e-18,4.31751e-18,5.92038e-18,1.63627e-18,2.85456e-18,6.03639e-18,
