10,11,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.304848807,0.5266109614,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.221762,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,0.00545764,
11,12,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.2960811511,0.5024435557,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.206362,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,0.00609051,
12,13,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.2876832146,0.4804023405,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.192719,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,0.00675674,
13,14,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.2796357298,0.4602334139,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.180598,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,0.00746053,
14,15,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.2719079234,0.4417197322,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.169812,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,0.00819952,
15,16,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.2644973357,0.424675624,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.160178,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,0.0089721,
16,17,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.2573890663,0.408943024,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.151554,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,0.00977848,
17,18,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.2505651386,0.3943857316,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.143821,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,0.0106189,
18,19,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.2440083191,0.3808857947,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.136877,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,0.0114935,
19,20,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.2377022097,0.3683405851,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.130638,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,0.0124027,
20,21,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.2316301024,0.3566604374,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.12503,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,0.0133467,
