0,0.05,0.2475812909,0.3833069037,-0.1673115223,0.0609835396,0.0498089226,0.1376275297,0.0057485957,0.0303335535,0.0004597845,0.0046849423,0.0000280276,0.0005587012,0.135726,0.228295,0.0878186,0.024585,0.00422516,0.000530674,8.48837e-11,4.16373e-16,2.02921e-10,1.17586e-09,3.54424e-09,6.26094e-09,
0.05,0.1,0.2906346233,0.4134442366,-0.1932910459,0.0238699344,0.0985951268,0.1935982819,0.0211415631,0.0598382463,0.0032495758,0.0134733308,0.0003865195,0.0023758322,0.12281,0.217161,0.0950032,0.0386967,0.0102238,0.00198931,3.73291e-10,6.03992e-16,3.85383e-10,1.52009e-09,4.51503e-09,8.04109e-09,
0.1,0.15,0.3295908893,0.4407136232,-0.2180035332,-0.0114336189,0.1456336894,0.2436999042,0.043730529,0.0946028748,0.0096973098,0.0275875234,0.001688083,0.0063537887,0.111123,0.20657,0.0980662,0.0508723,0.0178902,0.00466571,8.10114e-10,7.72321e-16,6.9114e-10,1.73232e-09,4.91131e-09,8.80242e-09,
0.15,0.2,0.3648399763,0.4653879845,-0.2415107783,-0.0450153975,0.1904505532,0.2886109869,0.0714785871,0.1325785966,0.0203437507,0.0466827233,0.0046073665,0.0131488686,0.100548,0.196495,0.0981604,0.0611,0.026339,0.0085415,1.28097e-09,9.22794e-16,1.08995e-09,1.91571e-09,4.95903e-09,8.91981e-09,
0.2,0.25,0.3967346693,0.4877142699,-0.2638715615,-0.0769593735,0.2327584223,0.328918985,0.1027170758,0.1715279709,0.0352027443,0.0700644431,0.00972459,0.0231726955,0.0909796,0.186912,0.0961606,0.0688109,0.0348617,0.0134481,1.69181e-09,1.05675e-15,1.5074e-09,2.10722e-09,4.81358e-09,8.64335e-09,
0.25,0.3,0.425594181,0.5079159284,-0.2851417964,-0.1073454235,0.272407657,0.3651347653,0.1360995358,0.210287482,0.0539539358,0.0968596029,0.0174531771,0.0365579304,0.0823217,0.177796,0.0927271,0.0741879,0.0429057,0.0191048,1.98231e-09,1.17545e-15,1.86519e-09,2.29779e-09,4.57369e-09,8.14009e-09,
0.3,0.35,0.451707347,0.5261951447,-0.3053746698,-0.1362495282,0.3093487715,0.398740311,0.1705563805,0.2480557136,0.0760827074,0.1263033046,0.0280196984,0.053219843,0.0744878,0.169125,0.0893915,0.0774993,0.0502206,0.0252001,2.13415e-09,1.28006e-15,2.18981e-09,2.45736e-09,4.30034e-09,7.51765e-09,
0.35,0.4,0.4753355169,0.5427348636,-0.3246207742,-0.1637439632,0.3436038998,0.4288690866,0.205252375,0.2845048578,0.1009794298,0.1574418639,0.0414743172,0.0729127678,0.0673993,0.160877,0.0852652,0.0792525,0.0564624,0.0314385,2.16323e-09,1.37166e-15,2.39603e-09,2.56054e-09,4.01809e-09,6.8455e-09,
0.4,0.45,0.4967151691,0.5577006201,-0.3429282351,-0.1898974787,0.3752451789,0.4558077515,0.239548038,0.3191214024,0.1280077919,0.1894994044,0.0577171571,0.095237551,0.0609855,0.153031,0.0805626,0.0795734,0.0614916,0.0375204,2.09562e-09,1.45129e-15,2.47183e-09,2.59167e-09,3.73533e-09,6.1674e-09,
0.45,0.5,0.5160602784,0.5712421966,-0.3603428306,-0.2147754722,0.4043784642,0.4799313273,0.2729654403,0.3516157472,0.1565499809,0.2218359642,0.0765311585,0.1197871379,0.0551819,0.145567,0.0755529,0.0786503,0.065286,0.043256,1.97535e-09,1.51989e-15,2.45405e-09,2.56588e-09,3.46669e-09,5.51998e-09,
0.5,0.55,0.5335644572,0.5834951216,-0.3769081062,-0.2384401517,0.4311311439,0.501563345,0.3051584583,0.382057813,0.1860348178,0.2539231322,0.0976155977,0.1460656556,0.0499307,0.138468,0.0704322,0.0768994,0.0678883,0.0484501,1.83617e-09,1.57834e-15,2.38148e-09,2.51785e-09,3.2257e-09,4.93567e-09,
0.55,0.6,0.5494028932,0.5945820267,-0.3926654838,-0.2609506911,0.455643098,0.5209842397,0.3358872901,0.4107680278,0.2159535858,0.2853444641,0.1206169223,0.1735585308,0.0451791,0.131715,0.0653411,0.0748807,0.0693909,0.0529416,1.69609e-09,1.62748e-15,2.2803e-09,2.49488e-09,3.01878e-09,4.4297e-09,
0.6,0.65,0.5637341027,0.6046138732,-0.407654365,-0.2823633786,0.4780600657,0.5384381746,0.3649968973,0.4371926583,0.2458671795,0.3159475261,0.1451552083,0.201809483,0.0408798,0.125291,0.0603781,0.0721958,0.0700803,0.0566543,1.55986e-09,1.66807e-15,2.16388e-09,2.44821e-09,2.84072e-09,3.9985e-09,
0.65,0.7,0.5767015173,0.6136910633,-0.4219122299,-0.302731757,0.4985288468,0.5541386132,0.3923989698,0.4614272955,0.2754073185,0.3452791437,0.1708456199,0.2304011928,0.0369895,0.11918,0.0556098,0.0690283,0.0698718,0.0595556,1.42947e-09,1.70083e-15,2.03671e-09,2.38065e-09,2.68434e-09,3.63362e-09,
0.7,0.75,0.5884349193,0.6219044446,-0.4354747305,-0.3221067578,0.5171938984,0.5682728912,0.4180569854,0.4835905175,0.3042738663,0.3731737073,0.1973149097,0.2589640065,0.0334695,0.113368,0.051079,0.0655335,0.0688998,0.0616491,1.30624e-09,1.72642e-15,1.90365e-09,2.29576e-09,2.54323e-09,3.32611e-09,
