0,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.05,0.199999999999889,0.350000000000121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32859e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.05,0.1,0.247581290641716,0.383306904027734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80651e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.1,0.15,0.290634621955137,0.413444237928597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01181e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.15,0.2,0.32959088632015,0.440713626100413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67807e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.2,0.25,0.364839971455793,0.465387989413938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10529e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.25,0.3,0.396734662309209,0.487714276935079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56691e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.3,0.35,0.425594171888233,0.507915937431872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01296e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.35,0.4,0.451707336028192,0.526195155749138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41523e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.4,0.45,0.47533550415881,0.54273487634158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75653e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.45,0.5,0.496715155003376,0.557700634217143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02528e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.5,0.55,0.516060263292809,0.571242211711493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22431e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.55,0.6,0.533564441408259,0.583495137448402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34855e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
